prefecture,pages_scanned,earliest_year,latest_year,coverage_years,count_html,count_xml,count_pdf,count_csv,count_json,count_xls,count_other,pdf_text_ratio,machine_file_hits
栃木県,60,1994,2025,32,10,0,50,0,0,0,0,0.9,0
